timestamp,asset_id,asset_type,sf6_pressure_bar,busbar_temp_c,busbar_delta_t,voltage_stability_pu,overall_status
2024-01-03 12:45:00,SUB-01,Substation,5.874,32.44,7.44,1.0045,Normal
2024-01-03 12:50:00,SUB-02,Substation,5.843,32.69,7.69,1.0029,Normal
2024-01-03 12:55:00,SUB-03,Substation,5.767,31.75,6.75,1.0123,Normal
2024-01-03 13:00:00,SUB-01,Substation,5.809,32.24,7.24,0.9991,Normal
2024-01-03 13:05:00,SUB-02,Substation,5.815,32.02,7.02,1.0011,Normal
2024-01-03 13:10:00,SUB-03,Substation,5.772,31.9,6.9,0.9917,Normal
2024-01-03 13:15:00,SUB-01,Substation,5.764,32.68,7.68,0.9999,Normal
2024-01-03 13:20:00,SUB-02,Substation,5.767,32.08,7.08,1.0125,Normal
2024-01-03 13:25:00,SUB-03,Substation,5.828,31.71,6.71,1.0039,Normal
2024-01-03 13:30:00,SUB-01,Substation,5.822,31.67,6.67,1.0019,Normal
2024-01-03 13:35:00,SUB-02,Substation,5.902,32.08,7.08,1.0047,Normal
2024-01-03 13:40:00,SUB-03,Substation,5.879,32.51,7.51,0.9965,Normal
2024-01-03 13:45:00,SUB-01,Substation,5.904,32.6,7.6,1.0089,Normal
2024-01-03 13:50:00,SUB-02,Substation,5.852,31.9,6.9,1.0,Normal
2024-01-03 13:55:00,SUB-03,Substation,5.847,31.79,6.79,0.9982,Normal
2024-01-03 14:00:00,SUB-01,Substation,5.768,31.49,6.49,1.0047,Normal
2024-01-03 14:05:00,SUB-02,Substation,5.846,31.14,6.14,0.9958,Normal
2024-01-03 14:10:00,SUB-03,Substation,5.92,31.98,6.98,1.0078,Normal
2024-01-03 14:15:00,SUB-01,Substation,5.88,31.77,6.77,1.0026,Normal
2024-01-03 14:20:00,SUB-02,Substation,5.892,31.97,6.97,1.0057,Normal
2024-01-03 14:25:00,SUB-03,Substation,5.84,32.16,7.16,1.005,Warning
2024-01-03 14:30:00,SUB-01,Substation,5.898,31.77,6.77,0.9939,Normal
2024-01-03 14:35:00,SUB-02,Substation,5.858,32.15,7.15,0.9971,Normal
2024-01-03 14:40:00,SUB-03,Substation,5.893,32.01,7.01,1.0019,Normal
2024-01-03 14:45:00,SUB-01,Substation,5.924,32.52,7.52,1.0047,Normal
2024-01-03 14:50:00,SUB-02,Substation,5.89,31.71,6.71,0.9931,Normal
2024-01-03 14:55:00,SUB-03,Substation,5.889,32.72,7.72,0.9905,Normal
2024-01-03 15:00:00,SUB-01,Substation,5.929,31.81,6.81,1.0039,Normal
2024-01-03 15:05:00,SUB-02,Substation,5.978,32.69,7.69,0.9989,Normal
2024-01-03 15:10:00,SUB-03,Substation,5.972,32.01,7.01,0.9947,Normal
2024-01-03 15:15:00,SUB-01,Substation,5.928,32.05,7.05,0.9931,Normal
2024-01-03 15:20:00,SUB-02,Substation,5.906,31.68,6.68,1.0046,Normal
2024-01-03 15:25:00,SUB-03,Substation,5.902,31.82,6.82,1.0055,Normal
2024-01-03 15:30:00,SUB-01,Substation,5.915,31.94,6.94,0.9918,Normal
2024-01-03 15:35:00,SUB-02,Substation,5.913,32.49,7.49,0.9921,Normal
2024-01-03 15:40:00,SUB-03,Substation,5.951,31.75,6.75,0.9988,Normal
2024-01-03 15:45:00,SUB-01,Substation,5.92,32.42,7.42,0.9968,Normal
2024-01-03 15:50:00,SUB-02,Substation,5.835,31.61,6.61,1.001,Normal
2024-01-03 15:55:00,SUB-03,Substation,5.752,31.91,6.91,0.9972,Normal
2024-01-03 16:00:00,SUB-01,Substation,5.81,32.09,7.09,0.9928,Normal
2024-01-03 16:05:00,SUB-02,Substation,5.784,31.28,6.28,1.0128,Normal
2024-01-03 16:10:00,SUB-03,Substation,5.768,32.04,7.04,1.001,Normal
2024-01-03 16:15:00,SUB-01,Substation,5.762,31.67,6.67,1.0054,Normal
2024-01-03 16:20:00,SUB-02,Substation,5.775,31.78,6.78,0.9833,Normal
2024-01-03 16:25:00,SUB-03,Substation,5.824,31.76,6.76,0.9983,Normal
2024-01-03 16:30:00,SUB-01,Substation,5.75,31.93,6.93,0.9988,Normal
2024-01-03 16:35:00,SUB-02,Substation,5.709,31.73,6.73,0.9956,Normal
2024-01-03 16:40:00,SUB-03,Substation,5.69,31.87,6.87,0.9901,Normal
2024-01-03 16:45:00,SUB-01,Substation,5.76,31.18,6.18,1.0006,Normal
2024-01-03 16:50:00,SUB-02,Substation,5.822,32.05,7.05,1.0053,Normal
2024-01-03 16:55:00,SUB-03,Substation,5.832,31.89,6.89,0.9928,Normal
2024-01-03 17:00:00,SUB-01,Substation,5.913,31.19,6.19,0.9947,Warning
2024-01-03 17:05:00,SUB-02,Substation,5.894,32.18,7.18,1.0086,Normal
2024-01-03 17:10:00,SUB-03,Substation,5.886,32.02,7.02,0.9927,Normal
2024-01-03 17:15:00,SUB-01,Substation,5.81,31.63,6.63,0.9949,Normal
2024-01-03 17:20:00,SUB-02,Substation,5.733,31.83,6.83,1.0067,Normal
2024-01-03 17:25:00,SUB-03,Substation,5.791,32.5,7.5,0.999,Normal
2024-01-03 17:30:00,SUB-01,Substation,5.813,32.08,7.08,0.9952,Normal
2024-01-03 17:35:00,SUB-02,Substation,5.82,31.28,6.28,1.0107,Normal
2024-01-03 17:40:00,SUB-03,Substation,5.846,31.02,6.02,0.989,Normal
2024-01-03 17:45:00,SUB-01,Substation,5.843,32.75,7.75,1.0001,Normal
2024-01-03 17:50:00,SUB-02,Substation,5.852,31.53,6.53,1.0041,Normal
2024-01-03 17:55:00,SUB-03,Substation,5.976,32.32,7.32,0.992,Normal
2024-01-03 18:00:00,SUB-01,Substation,6.045,31.78,6.78,1.0053,Normal
2024-01-03 18:05:00,SUB-02,Substation,6.029,31.66,6.66,1.0017,Normal
2024-01-03 18:10:00,SUB-03,Substation,5.958,32.6,7.6,0.9856,Normal
2024-01-03 18:15:00,SUB-01,Substation,5.854,31.86,6.86,1.0016,Normal
2024-01-03 18:20:00,SUB-02,Substation,5.863,31.25,6.25,0.9968,Normal
2024-01-03 18:25:00,SUB-03,Substation,5.938,32.44,7.44,0.9958,Normal
2024-01-03 18:30:00,SUB-01,Substation,5.943,31.38,6.38,1.0068,Normal
2024-01-03 18:35:00,SUB-02,Substation,5.874,32.19,7.19,0.9996,Normal
2024-01-03 18:40:00,SUB-03,Substation,5.835,31.96,6.96,1.0062,Normal
2024-01-03 18:45:00,SUB-01,Substation,5.817,32.12,7.12,1.0039,Normal
2024-01-03 18:50:00,SUB-02,Substation,5.852,31.71,6.71,0.9885,Normal
2024-01-03 18:55:00,SUB-03,Substation,5.873,32.26,7.26,1.0066,Normal
2024-01-03 19:00:00,SUB-01,Substation,5.968,31.91,6.91,1.0053,Normal
2024-01-03 19:05:00,SUB-02,Substation,6.048,31.86,6.86,0.9995,Normal
2024-01-03 19:10:00,SUB-03,Substation,6.065,32.74,7.74,0.9983,Normal
2024-01-03 19:15:00,SUB-01,Substation,6.017,31.85,6.85,0.9888,Normal
2024-01-03 19:20:00,SUB-02,Substation,6.06,32.29,7.29,0.9957,Normal
2024-01-03 19:25:00,SUB-03,Substation,6.02,32.06,7.06,0.9981,Normal
2024-01-03 19:30:00,SUB-01,Substation,6.071,31.81,6.81,0.9993,Normal
2024-01-03 19:35:00,SUB-02,Substation,6.04,31.98,6.98,1.0071,Normal
2024-01-03 19:40:00,SUB-03,Substation,6.015,32.64,7.64,1.0039,Normal
2024-01-03 19:45:00,SUB-01,Substation,5.957,32.53,7.53,1.0051,Normal
2024-01-03 19:50:00,SUB-02,Substation,5.98,32.21,7.21,1.0087,Normal
2024-01-03 19:55:00,SUB-03,Substation,5.935,31.45,6.45,0.9959,Normal
2024-01-03 20:00:00,SUB-01,Substation,6.005,31.66,6.66,0.9982,Normal
2024-01-03 20:05:00,SUB-02,Substation,5.929,32.29,7.29,0.9933,Normal
2024-01-03 20:10:00,SUB-03,Substation,5.909,32.21,7.21,0.9965,Normal
2024-01-03 20:15:00,SUB-01,Substation,5.938,31.85,6.85,1.0012,Normal
2024-01-03 20:20:00,SUB-02,Substation,5.861,32.71,7.71,0.9957,Normal
2024-01-03 20:25:00,SUB-03,Substation,5.936,31.97,6.97,0.9935,Normal
2024-01-03 20:30:00,SUB-01,Substation,5.951,31.7,6.7,0.9935,Normal
2024-01-03 20:35:00,SUB-02,Substation,5.978,32.1,7.1,1.0026,Normal
2024-01-03 20:40:00,SUB-03,Substation,5.975,32.29,7.29,0.9955,Normal
2024-01-03 20:45:00,SUB-01,Substation,5.925,32.21,7.21,1.0007,Normal
2024-01-03 20:50:00,SUB-02,Substation,5.913,31.98,6.98,0.9926,Normal
2024-01-03 20:55:00,SUB-03,Substation,5.861,32.06,7.06,1.0011,Normal
2024-01-03 21:00:00,SUB-01,Substation,5.901,32.04,7.04,1.0024,Warning
2024-01-03 21:05:00,SUB-02,Substation,5.898,32.29,7.29,0.9934,Normal
2024-01-03 21:10:00,SUB-03,Substation,5.9,31.91,6.91,1.0031,Normal
2024-01-03 21:15:00,SUB-01,Substation,5.908,31.89,6.89,1.0058,Normal
2024-01-03 21:20:00,SUB-02,Substation,5.845,32.04,7.04,0.9883,Normal
2024-01-03 21:25:00,SUB-03,Substation,5.839,32.35,7.35,0.9993,Normal
2024-01-03 21:30:00,SUB-01,Substation,5.814,31.26,6.26,0.9985,Normal
2024-01-03 21:35:00,SUB-02,Substation,5.806,31.47,6.47,1.0045,Normal
2024-01-03 21:40:00,SUB-03,Substation,5.771,31.98,6.98,0.9945,Normal
2024-01-03 21:45:00,SUB-01,Substation,5.771,32.34,7.34,1.0028,Normal
2024-01-03 21:50:00,SUB-02,Substation,5.722,31.9,6.9,0.9925,Normal
2024-01-03 21:55:00,SUB-03,Substation,5.801,31.65,6.65,0.9949,Normal
2024-01-03 22:00:00,SUB-01,Substation,5.769,32.31,7.31,0.9899,Normal
2024-01-03 22:05:00,SUB-02,Substation,5.714,31.98,6.98,0.9985,Normal
2024-01-03 22:10:00,SUB-03,Substation,5.751,32.43,7.43,1.0014,Normal
2024-01-03 22:15:00,SUB-01,Substation,5.79,32.22,7.22,0.9968,Normal
2024-01-03 22:20:00,SUB-02,Substation,5.687,31.48,6.48,0.998,Normal
2024-01-03 22:25:00,SUB-03,Substation,5.754,32.33,7.33,1.0046,Normal
2024-01-03 22:30:00,SUB-01,Substation,5.655,31.82,6.82,0.9948,Normal
2024-01-03 22:35:00,SUB-02,Substation,5.577,31.56,6.56,0.9982,Warning
2024-01-03 22:40:00,SUB-03,Substation,5.628,32.06,7.06,1.0088,Warning
2024-01-03 22:45:00,SUB-01,Substation,5.689,32.05,7.05,1.0037,Normal
2024-01-03 22:50:00,SUB-02,Substation,5.722,31.67,6.67,1.0003,Normal
2024-01-03 22:55:00,SUB-03,Substation,5.824,32.06,7.06,0.9992,Normal
2024-01-03 23:00:00,SUB-01,Substation,5.801,31.99,6.99,1.0008,Normal
2024-01-03 23:05:00,SUB-02,Substation,5.827,32.2,7.2,1.007,Normal
2024-01-03 23:10:00,SUB-03,Substation,5.799,31.05,6.05,1.0067,Normal
2024-01-03 23:15:00,SUB-01,Substation,5.825,31.28,6.28,1.0019,Normal
2024-01-03 23:20:00,SUB-02,Substation,5.821,32.99,7.99,0.9997,Normal
2024-01-03 23:25:00,SUB-03,Substation,5.83,32.08,7.08,0.9981,Normal
2024-01-03 23:30:00,SUB-01,Substation,5.761,32.28,7.28,1.0022,Normal
2024-01-03 23:35:00,SUB-02,Substation,5.809,31.72,6.72,0.9993,Normal
2024-01-03 23:40:00,SUB-03,Substation,5.818,31.53,6.53,0.9993,Normal
2024-01-03 23:45:00,SUB-01,Substation,5.841,31.82,6.82,1.0008,Normal
2024-01-03 23:50:00,SUB-02,Substation,5.791,31.7,6.7,0.9987,Normal
2024-01-03 23:55:00,SUB-03,Substation,5.838,32.0,7.0,1.0005,Normal
2024-01-04 00:00:00,SUB-01,Substation,5.773,32.12,7.12,0.999,Normal
2024-01-04 00:05:00,SUB-02,Substation,5.87,31.67,6.67,1.0005,Warning
2024-01-04 00:10:00,SUB-03,Substation,5.897,31.92,6.92,1.0061,Normal
2024-01-04 00:15:00,SUB-01,Substation,5.847,32.48,7.48,0.9918,Normal
2024-01-04 00:20:00,SUB-02,Substation,5.877,32.26,7.26,1.0049,Normal
2024-01-04 00:25:00,SUB-03,Substation,5.797,31.43,6.43,1.0035,Normal
2024-01-04 00:30:00,SUB-01,Substation,5.831,32.38,7.38,0.9943,Normal
2024-01-04 00:35:00,SUB-02,Substation,5.822,31.9,6.9,1.0011,Normal
2024-01-04 00:40:00,SUB-03,Substation,5.795,32.24,7.24,0.9941,Normal
2024-01-04 00:45:00,SUB-01,Substation,5.748,32.49,7.49,0.9878,Normal
2024-01-04 00:50:00,SUB-02,Substation,5.827,32.56,7.56,1.0033,Normal
2024-01-04 00:55:00,SUB-03,Substation,5.814,31.74,6.74,1.0052,Normal
2024-01-04 01:00:00,SUB-01,Substation,5.857,31.56,6.56,1.0007,Normal
2024-01-04 01:05:00,SUB-02,Substation,5.829,32.1,7.1,1.0014,Normal
2024-01-04 01:10:00,SUB-03,Substation,5.858,31.65,6.65,0.997,Normal
2024-01-04 01:15:00,SUB-01,Substation,5.872,32.05,7.05,0.9956,Normal
2024-01-04 01:20:00,SUB-02,Substation,5.884,32.11,7.11,0.9963,Normal
2024-01-04 01:25:00,SUB-03,Substation,5.814,32.42,7.42,1.0094,Normal
2024-01-04 01:30:00,SUB-01,Substation,5.872,31.88,6.88,1.0055,Normal
2024-01-04 01:35:00,SUB-02,Substation,5.849,31.91,6.91,0.9944,Normal
2024-01-04 01:40:00,SUB-03,Substation,5.847,31.82,6.82,1.0005,Normal
2024-01-04 01:45:00,SUB-01,Substation,5.844,31.25,6.25,1.0038,Normal
2024-01-04 01:50:00,SUB-02,Substation,5.851,32.04,7.04,1.006,Normal
2024-01-04 01:55:00,SUB-03,Substation,5.83,32.26,7.26,1.0007,Normal
2024-01-04 02:00:00,SUB-01,Substation,5.812,31.85,6.85,1.0091,Normal
2024-01-04 02:05:00,SUB-02,Substation,5.854,32.91,7.91,0.998,Normal
2024-01-04 02:10:00,SUB-03,Substation,5.806,32.44,7.44,0.9958,Normal
2024-01-04 02:15:00,SUB-01,Substation,5.799,31.75,6.75,0.9977,Normal
2024-01-04 02:20:00,SUB-02,Substation,5.745,32.29,7.29,0.9936,Normal
2024-01-04 02:25:00,SUB-03,Substation,5.728,32.65,7.65,1.0056,Normal
2024-01-04 02:30:00,SUB-01,Substation,5.769,32.28,7.28,0.9982,Normal
2024-01-04 02:35:00,SUB-02,Substation,5.847,32.35,7.35,0.9825,Normal
2024-01-04 02:40:00,SUB-03,Substation,5.793,32.19,7.19,1.001,Normal
2024-01-04 02:45:00,SUB-01,Substation,5.711,31.21,6.21,1.0024,Normal
2024-01-04 02:50:00,SUB-02,Substation,5.707,32.25,7.25,0.9889,Normal
2024-01-04 02:55:00,SUB-03,Substation,5.725,31.5,6.5,1.0124,Normal
2024-01-04 03:00:00,SUB-01,Substation,5.734,31.92,6.92,1.0059,Normal
2024-01-04 03:05:00,SUB-02,Substation,5.799,32.47,7.47,1.0024,Normal
2024-01-04 03:10:00,SUB-03,Substation,5.751,32.43,7.43,0.9873,Normal
2024-01-04 03:15:00,SUB-01,Substation,5.792,31.9,6.9,0.9815,Normal
2024-01-04 03:20:00,SUB-02,Substation,5.845,31.27,6.27,0.9967,Normal
2024-01-04 03:25:00,SUB-03,Substation,5.831,31.72,6.72,1.0002,Normal
2024-01-04 03:30:00,SUB-01,Substation,5.867,31.99,6.99,1.0008,Normal
2024-01-04 03:35:00,SUB-02,Substation,5.868,32.07,7.07,1.002,Normal
2024-01-04 03:40:00,SUB-03,Substation,5.892,31.6,6.6,0.9957,Warning
2024-01-04 03:45:00,SUB-01,Substation,5.983,31.98,6.98,0.9999,Normal
2024-01-04 03:50:00,SUB-02,Substation,5.931,31.55,6.55,1.0065,Normal
2024-01-04 03:55:00,SUB-03,Substation,5.932,32.3,7.3,0.9948,Normal
2024-01-04 04:00:00,SUB-01,Substation,6.001,31.91,6.91,1.0121,Normal
2024-01-04 04:05:00,SUB-02,Substation,5.947,32.07,7.07,1.0024,Normal
2024-01-04 04:10:00,SUB-03,Substation,5.956,31.74,6.74,0.9981,Normal
2024-01-04 04:15:00,SUB-01,Substation,5.98,32.63,7.63,1.0007,Normal
2024-01-04 04:20:00,SUB-02,Substation,5.938,31.97,6.97,1.0,Normal
2024-01-04 04:25:00,SUB-03,Substation,5.895,33.07,8.07,1.0002,Normal
2024-01-04 04:30:00,SUB-01,Substation,5.914,31.65,6.65,0.9961,Normal
2024-01-04 04:35:00,SUB-02,Substation,5.968,32.33,7.33,0.9914,Normal
2024-01-04 04:40:00,SUB-03,Substation,5.866,32.19,7.19,0.9957,Normal
2024-01-04 04:45:00,SUB-01,Substation,5.862,31.22,6.22,0.9941,Normal
2024-01-04 04:50:00,SUB-02,Substation,5.909,32.01,7.01,1.0084,Normal
2024-01-04 04:55:00,SUB-03,Substation,5.911,32.38,7.38,0.9982,Normal
2024-01-04 05:00:00,SUB-01,Substation,5.898,32.41,7.41,0.9979,Normal
2024-01-04 05:05:00,SUB-02,Substation,5.956,31.38,6.38,1.0001,Normal
2024-01-04 05:10:00,SUB-03,Substation,5.95,31.37,6.37,1.0047,Normal
2024-01-04 05:15:00,SUB-01,Substation,6.012,32.34,7.34,0.9947,Normal
2024-01-04 05:20:00,SUB-02,Substation,6.093,32.06,7.06,1.0008,Normal
2024-01-04 05:25:00,SUB-03,Substation,6.045,32.37,7.37,0.9925,Normal
2024-01-04 05:30:00,SUB-01,Substation,6.086,32.25,7.25,0.9921,Normal
2024-01-04 05:35:00,SUB-02,Substation,6.017,32.33,7.33,1.0064,Normal
2024-01-04 05:40:00,SUB-03,Substation,6.126,31.72,6.72,1.0073,Normal
2024-01-04 05:45:00,SUB-01,Substation,6.096,31.34,6.34,1.0066,Normal
2024-01-04 05:50:00,SUB-02,Substation,6.085,32.6,7.6,1.0021,Normal
2024-01-04 05:55:00,SUB-03,Substation,6.052,31.92,6.92,1.0019,Normal
2024-01-04 06:00:00,SUB-01,Substation,6.048,31.75,6.75,1.0157,Normal
2024-01-04 06:05:00,SUB-02,Substation,6.131,31.75,6.75,1.0079,Normal
2024-01-04 06:10:00,SUB-03,Substation,6.146,31.69,6.69,1.0096,Normal
2024-01-04 06:15:00,SUB-01,Substation,6.094,32.85,7.85,1.0023,Normal
2024-01-04 06:20:00,SUB-02,Substation,6.161,32.12,7.12,0.9943,Normal
2024-01-04 06:25:00,SUB-03,Substation,6.151,31.55,6.55,1.0018,Normal
2024-01-04 06:30:00,SUB-01,Substation,6.159,32.61,7.61,0.9967,Warning
2024-01-04 06:35:00,SUB-02,Substation,6.188,32.93,7.93,0.9963,Normal
2024-01-04 06:40:00,SUB-03,Substation,6.209,32.1,7.1,1.0014,Normal
2024-01-04 06:45:00,SUB-01,Substation,6.172,31.96,6.96,0.9877,Normal
2024-01-04 06:50:00,SUB-02,Substation,6.118,31.74,6.74,1.0012,Normal
2024-01-04 06:55:00,SUB-03,Substation,6.055,31.96,6.96,1.0038,Normal
2024-01-04 07:00:00,SUB-01,Substation,6.018,32.32,7.32,0.9986,Normal
2024-01-04 07:05:00,SUB-02,Substation,6.002,31.6,6.6,1.0093,Normal
2024-01-04 07:10:00,SUB-03,Substation,6.008,31.43,6.43,0.9964,Normal
2024-01-04 07:15:00,SUB-01,Substation,5.971,31.64,6.64,1.0045,Normal
2024-01-04 07:20:00,SUB-02,Substation,5.961,32.55,7.55,0.999,Normal
2024-01-04 07:25:00,SUB-03,Substation,6.024,32.1,7.1,1.0026,Normal
2024-01-04 07:30:00,SUB-01,Substation,6.077,32.76,7.76,0.9894,Normal
2024-01-04 07:35:00,SUB-02,Substation,6.055,32.31,7.31,1.0023,Normal
2024-01-04 07:40:00,SUB-03,Substation,6.067,31.84,6.84,1.002,Normal
2024-01-04 07:45:00,SUB-01,Substation,6.105,32.31,7.31,1.0035,Normal
2024-01-04 07:50:00,SUB-02,Substation,6.073,32.91,7.91,1.0008,Normal
2024-01-04 07:55:00,SUB-03,Substation,6.055,32.01,7.01,0.9989,Normal
2024-01-04 08:00:00,SUB-01,Substation,6.077,32.23,7.23,0.9998,Normal
2024-01-04 08:05:00,SUB-02,Substation,6.083,32.01,7.01,1.0001,Normal
2024-01-04 08:10:00,SUB-03,Substation,6.021,31.94,6.94,0.9963,Normal
2024-01-04 08:15:00,SUB-01,Substation,5.971,32.18,7.18,0.9983,Normal
2024-01-04 08:20:00,SUB-02,Substation,6.017,32.26,7.26,1.0007,Normal
2024-01-04 08:25:00,SUB-03,Substation,6.119,31.84,6.84,1.0094,Normal
2024-01-04 08:30:00,SUB-01,Substation,6.137,31.96,6.96,1.0037,Normal
2024-01-04 08:35:00,SUB-02,Substation,6.169,31.71,6.71,0.9878,Normal
2024-01-04 08:40:00,SUB-03,Substation,6.158,31.76,6.76,0.9872,Normal
2024-01-04 08:45:00,SUB-01,Substation,6.118,31.9,6.9,1.0088,Normal
2024-01-04 08:50:00,SUB-02,Substation,6.163,31.62,6.62,0.9874,Normal
2024-01-04 08:55:00,SUB-03,Substation,6.14,32.63,7.63,0.9971,Normal
2024-01-04 09:00:00,SUB-01,Substation,6.032,31.99,6.99,1.0047,Normal
2024-01-04 09:05:00,SUB-02,Substation,6.022,32.22,7.22,1.0045,Normal
2024-01-04 09:10:00,SUB-03,Substation,5.963,32.38,7.38,0.9895,Normal
2024-01-04 09:15:00,SUB-01,Substation,6.014,31.41,6.41,1.007,Normal
2024-01-04 09:20:00,SUB-02,Substation,6.007,31.67,6.67,0.996,Normal
2024-01-04 09:25:00,SUB-03,Substation,5.938,31.47,6.47,0.9976,Warning
2024-01-04 09:30:00,SUB-01,Substation,5.873,31.85,6.85,0.9944,Normal
2024-01-04 09:35:00,SUB-02,Substation,5.824,31.56,6.56,1.0019,Normal
2024-01-04 09:40:00,SUB-03,Substation,5.813,31.66,6.66,0.9964,Normal
2024-01-04 09:45:00,SUB-01,Substation,5.776,31.08,6.08,1.0116,Normal
2024-01-04 09:50:00,SUB-02,Substation,5.828,32.4,7.4,0.997,Normal
2024-01-04 09:55:00,SUB-03,Substation,5.811,31.62,6.62,1.0001,Normal
2024-01-04 10:00:00,SUB-01,Substation,5.803,31.99,6.99,0.9923,Normal
2024-01-04 10:05:00,SUB-02,Substation,5.764,30.93,5.93,0.9968,Normal
2024-01-04 10:10:00,SUB-03,Substation,5.791,31.34,6.34,1.001,Normal
2024-01-04 10:15:00,SUB-01,Substation,5.786,32.07,7.07,0.9942,Normal
2024-01-04 10:20:00,SUB-02,Substation,5.775,31.78,6.78,1.0106,Normal
2024-01-04 10:25:00,SUB-03,Substation,5.753,32.33,7.33,0.9973,Normal
2024-01-04 10:30:00,SUB-01,Substation,5.767,32.96,7.96,0.9928,Normal
2024-01-04 10:35:00,SUB-02,Substation,5.841,31.66,6.66,0.9993,Normal
2024-01-04 10:40:00,SUB-03,Substation,5.905,31.36,6.36,1.0107,Normal
2024-01-04 10:45:00,SUB-01,Substation,5.944,32.08,7.08,0.9953,Normal
2024-01-04 10:50:00,SUB-02,Substation,5.979,32.19,7.19,1.0009,Normal
2024-01-04 10:55:00,SUB-03,Substation,5.994,31.87,6.87,0.9927,Warning
2024-01-04 11:00:00,SUB-01,Substation,5.937,31.4,6.4,1.0131,Normal
2024-01-04 11:05:00,SUB-02,Substation,5.99,31.43,6.43,1.0102,Normal
2024-01-04 11:10:00,SUB-03,Substation,5.922,31.65,6.65,1.0047,Normal
2024-01-04 11:15:00,SUB-01,Substation,5.939,32.2,7.2,1.004,Normal
2024-01-04 11:20:00,SUB-02,Substation,5.93,32.31,7.31,0.9903,Normal
2024-01-04 11:25:00,SUB-03,Substation,5.93,31.72,6.72,0.9918,Normal
2024-01-04 11:30:00,SUB-01,Substation,5.896,32.08,7.08,0.9921,Normal
2024-01-04 11:35:00,SUB-02,Substation,5.937,31.17,6.17,0.9986,Normal
2024-01-04 11:40:00,SUB-03,Substation,5.873,31.07,6.07,1.0016,Normal
2024-01-04 11:45:00,SUB-01,Substation,5.951,31.47,6.47,0.995,Normal
2024-01-04 11:50:00,SUB-02,Substation,5.991,31.04,6.04,1.0099,Normal
2024-01-04 11:55:00,SUB-03,Substation,5.981,31.39,6.39,0.9978,Normal
2024-01-04 12:00:00,SUB-01,Substation,5.867,31.25,6.25,0.995,Normal
2024-01-04 12:05:00,SUB-02,Substation,5.871,32.74,7.74,1.0018,Normal
2024-01-04 12:10:00,SUB-03,Substation,5.92,31.7,6.7,0.9998,Normal
2024-01-04 12:15:00,SUB-01,Substation,5.943,31.76,6.76,0.9994,Normal
2024-01-04 12:20:00,SUB-02,Substation,5.919,32.31,7.31,0.998,Normal
2024-01-04 12:25:00,SUB-03,Substation,6.008,32.09,7.09,1.0014,Normal
2024-01-04 12:30:00,SUB-01,Substation,5.989,31.86,6.86,0.9956,Normal
2024-01-04 12:35:00,SUB-02,Substation,6.058,31.78,6.78,1.0042,Normal
2024-01-04 12:40:00,SUB-03,Substation,6.048,32.33,7.33,0.9932,Normal
2024-01-04 12:45:00,SUB-01,Substation,6.039,31.89,6.89,0.9955,Normal
2024-01-04 12:50:00,SUB-02,Substation,6.029,32.34,7.34,0.9972,Normal
2024-01-04 12:55:00,SUB-03,Substation,5.989,32.92,7.92,1.0013,Normal
2024-01-04 13:00:00,SUB-01,Substation,6.018,32.5,7.5,0.9939,Normal
2024-01-04 13:05:00,SUB-02,Substation,5.997,32.0,7.0,1.0037,Normal
2024-01-04 13:10:00,SUB-03,Substation,6.059,31.57,6.57,1.0001,Normal
2024-01-04 13:15:00,SUB-01,Substation,6.09,32.44,7.44,0.998,Normal
2024-01-04 13:20:00,SUB-02,Substation,6.004,31.64,6.64,1.0108,Normal
2024-01-04 13:25:00,SUB-03,Substation,6.002,31.51,6.51,1.0009,Warning
2024-01-04 13:30:00,SUB-01,Substation,5.979,31.7,6.7,0.9944,Normal
2024-01-04 13:35:00,SUB-02,Substation,5.878,32.31,7.31,0.9988,Normal
2024-01-04 13:40:00,SUB-03,Substation,5.809,32.17,7.17,0.9865,Normal
2024-01-04 13:45:00,SUB-01,Substation,5.833,32.21,7.21,0.9957,Normal
2024-01-04 13:50:00,SUB-02,Substation,5.875,31.21,6.21,1.0113,Warning
2024-01-04 13:55:00,SUB-03,Substation,5.914,32.25,7.25,1.0014,Normal
2024-01-04 14:00:00,SUB-01,Substation,5.956,32.52,7.52,1.0015,Normal
2024-01-04 14:05:00,SUB-02,Substation,5.838,31.66,6.66,0.999,Normal
2024-01-04 14:10:00,SUB-03,Substation,5.829,31.72,6.72,0.997,Normal
2024-01-04 14:15:00,SUB-01,Substation,5.798,31.47,6.47,0.9942,Normal
2024-01-04 14:20:00,SUB-02,Substation,5.742,32.38,7.38,1.002,Normal
2024-01-04 14:25:00,SUB-03,Substation,5.757,31.79,6.79,0.9938,Normal
2024-01-04 14:30:00,SUB-01,Substation,5.792,31.83,6.83,0.9899,Normal
2024-01-04 14:35:00,SUB-02,Substation,5.777,32.05,7.05,1.0057,Normal
2024-01-04 14:40:00,SUB-03,Substation,5.809,32.99,7.99,0.9934,Normal
2024-01-04 14:45:00,SUB-01,Substation,5.801,32.38,7.38,0.9958,Normal
2024-01-04 14:50:00,SUB-02,Substation,5.689,31.53,6.53,0.9932,Normal
2024-01-04 14:55:00,SUB-03,Substation,5.64,32.06,7.06,0.9944,Normal
2024-01-04 15:00:00,SUB-01,Substation,5.639,31.75,6.75,0.9974,Normal
2024-01-04 15:05:00,SUB-02,Substation,5.649,31.69,6.69,0.9951,Normal
